IngredientsId,Ingredients,ServingSize,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Carbohydrate,Fiber,Sugars,Protein,Fat,Caffeine,Source,Date,IsAllergen,Food_allergen_ID,Food,Food_Class,Food_Type,Food_Group,Allergy_Type
106387,Thai Seasoning,,,,,,,,,,,,,,,No,,,,,,
106388,Unsalted Cashews,,,,,,,,,,,,,,,No,,,,,,
106389,Thai Chile,,,,,,,,,,,,,,,No,,,,,,
106390,New York Strip Steaks,,,,,,,,,,,,,,,No,,,,,,
106391,Boneless Beef Top Sirloin Steak,,,,,,,,,,,,,,,No,,,,,,
106392,Black Vinegar,,,,,,,,,,,,,,,No,,,,,,
106393,Boneless Center Cut Pork Chop,,,,,,,,,,,,,,,No,,,,,,
106394,Top Ramen Noodles,,,,,,,,,,,,,,,No,,,,,,
106395,Japanese Eggplants,,,,,,,,,,,,,,,No,,,,,,
106397,Thick Slab Bacon,,,,,,,,,,,,,,,No,,,,,,
106398,Corn On The Cob,,,,,,,,,,,,,,,No,,,,,,
106399,Hot Chinese Chili Paste,,,,,,,,,,,,,,,No,,,,,,
106400,Unrefined Sugar,,,,,,,,,,,,,,,No,,,,,,
106401,Ginger Wine,,,,,,,,,,,,,,,No,,,,,,
106402,Fresh French Beans,,,,,,,,,,,,,,,No,,,,,,
106403,Hot Chili Paste,,,,,,,,,,,,,,,No,,,,,,
106404,Banana Leaves,,,,,,,,,,,,,,,No,,,,,,
106405,Bream,,,,,,,,,,,,,,,No,,,,,,
106406,Plum Juice,,,,,,,,,,,,,,,No,,,,,,
106407,Garlic-Flavored Olive Oil,,,,,,,,,,,,,,,No,,,,,,
106409,Wasabi Paste,,,,,,,,,,,,,,,No,,,,,,
106410,Iceberg Lettuce Leaves,,,,,,,,,,,,,,,No,,,,,,
106411,Wide Rice Noodles,,,,,,,,,,,,,,,No,,,,,,
106412,Chinese White Rice Vinegar,,,,,,,,,,,,,,,No,,,,,,
106413,Sunflower Sprouts,,,,,,,,,,,,,,,No,,,,,,
106414,Brown Rice Pasta,,,,,,,,,,,,,,,No,,,,,,
106415,Watercress Leaf,,,,,,,,,,,,,,,No,,,,,,
106416,Chinese Eggplants,,,,,,,,,,,,,,,No,,,,,,
106417,Teriyaki-Seasoned Tofu,,,,,,,,,,,,,,,No,,,,,,
106418,Dried Ginger,,,,,,,,,,,,,,,No,,,,,,
106419,Pineapple Juice Concentrate,,,,,,,,,,,,,,,No,,,,,,
106420,Yellow Capsicum,,,,,,,,,,,,,,,No,,,,,,
106421,Seasoned Pepper,,,,,,,,,,,,,,,No,,,,,,
106422,Sesame And Ginger Marinade,,,,,,,,,,,,,,,No,,,,,,
106423,Egg White Substitute,,,,,,,,,,,,,,,No,,,,,,
106424,Boneless Pork,,,,,,,,,,,,,,,No,,,,,,
106425,Mixed-Grain Hamburger Buns,,,,,,,,,,,,,,,No,,,,,,
106426,Frozen Asian-Style Vegetables,,,,,,,,,,,,,,,No,,,,,,
106427,Hard Apple Cider,,,,,,,,,,,,,,,No,,,,,,
106428,Alcaparrado,,,,,,,,,,,,,,,No,,,,,,
106429,Cream Of Asparagus Soup,,,,,,,,,,,,,,,No,,,,,,
106430,Canned Pineapple Chunk,,,,,,,,,,,,,,,No,,,,,,
106431,Asiago-Parmesan Cheese,,,,,,,,,,,,,,,No,,,,,,
106432,Philadelphia Italian Cheese And Herb Cooking Creme,,,,,,,,,,,,,,,No,,,,,,
106433,Cooked Long-Grain Brown Rice,,,,,,,,,,,,,,,No,,,,,,
106434,Condensed Cream Of Asparagus Soup,,,,,,,,,,,,,,,No,,,,,,
106435,Boston Lettuce Leaves,,,,,,,,,,,,,,,No,,,,,,
106436,White Asparagus,,,,,,,,,,,,,,,No,,,,,,
106437,English Peas,,,,,,,,,,,,,,,No,,,,,,
106438,Herbed Goat Cheese,,,,,,,,,,,,,,,No,,,,,,
106439,White Sauce,,,,,,,,,,,,,,,No,,,,,,
106440,9-Inch Deep Dish Pie Crust,,,,,,,,,,,,,,,No,,,,,,
106441,Garlic & Herb Salad Dressing Mix,,,,,,,,,,,,,,,No,,,,,,
106443,Stone Ground Dijon Mustard,,,,,,,,,,,,,,,No,,,,,,
106444,Frozen Asparagus,,,,,,,,,,,,,,,No,,,,,,
106445,2% Evaporated Milk,,,,,,,,,,,,,,,No,,,,,,
106446,Unsalted Dry-Roasted Cashews,,,,,,,,,,,,,,,No,,,,,,
106447,Mandarin Orange Section,,,,,,,,,,,,,,,No,,,,,,
106448,Frozen Asparagus Cuts,,,,,,,,,,,,,,,No,,,,,,
106449,Fresh Pasta,,,,,,,,,,,,,,,No,,,,,,
106450,Cream Cheese With Garlic And Herbs,,,,,,,,,,,,,,,No,,,,,,
106451,Green Asparagus,,,,,,,,,,,,,,,No,,,,,,
106452,Taleggio,,,,,,,,,,,,,,,No,,,,,,
106453,Chana Dal Powder,,,,,,,,,,,,,,,No,,,,,,
106454,Curry Leaf,,,,,,,,,,,,,,,No,,,,,,
106455,Reduced-Fat Half-And-Half,,,,,,,,,,,,,,,No,,,,,,
106456,2% Milk,,,,,,,,,,,,,,,No,,,,,,
106457,Saltine,,,,,,,,,,,,,,,No,,,,,,
106458,Orange Roughy Fillets,,,,,,,,,,,,,,,No,,,,,,
106459,Garlic-Flavored Non-Stick Spray,,,,,,,,,,,,,,,No,,,,,,
106460,Sweet Marjoram,,,,,,,,,,,,,,,No,,,,,,
106461,Baby Rocket,,,,,,,,,,,,,,,No,,,,,,
106462,Spiral Shaped Pasta,,,,,,,,,,,,,,,No,,,,,,
106463,Buttermilk Baking Mix,,,,,,,,,,,,,,,No,,,,,,
106464,Dried Vegetable Flakes,,,,,,,,,,,,,,,No,,,,,,
106465,"Orange, Juice And Rind Of",,,,,,,,,,,,,,,No,,,,,,
106466,Hard Egg Yolk,,,,,,,,,,,,,,,No,,,,,,
106467,Mango Juice,,,,,,,,,,,,,,,No,,,,,,
106468,Fresh Sage Leaf,,,,,,,,,,,,,,,No,,,,,,
106469,Tri-Colored Pasta,,,,,,,,,,,,,,,No,,,,,,
106470,Kraft Light Zesty Italian Dressing,,,,,,,,,,,,,,,No,,,,,,
106471,Spinach Pasta,,,,,,,,,,,,,,,No,,,,,,
106472,Pasta Noodles,,,,,,,,,,,,,,,No,,,,,,
106473,Dry Tarragon,,,,,,,,,,,,,,,No,,,,,,
106474,Good Seasons Garlic And Herb Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
106475,Low-Sodium Ham,,,,,,,,,,,,,,,No,,,,,,
106476,Bearnaise Sauce,,,,,,,,,,,,,,,No,,,,,,
106477,Baby Swiss Cheese,,,,,,,,,,,,,,,No,,,,,,
106478,Moro Orange,,,,,,,,,,,,,,,No,,,,,,
106479,Cambozola Cheese,,,,,,,,,,,,,,,No,,,,,,
106480,Country Ham,,,,,,,,,,,,,,,No,,,,,,
106481,Baby Asparagus,,,,,,,,,,,,,,,No,,,,,,
106482,Fresh Chervil,,,,,,,,,,,,,,,No,,,,,,
106483,Morel,,,,,,,,,,,,,,,No,,,,,,
106484,Whole Mustard Seeds,,,,,,,,,,,,,,,No,,,,,,
106485,Whole Grain Dijon Mustard,,,,,,,,,,,,,,,No,,,,,,
106486,Spanish Olive Oil,,,,,,,,,,,,,,,No,,,,,,
106487,Serrano Ham,,,,,,,,,,,,,,,No,,,,,,
106488,White Truffle Oil,,,,,,,,,,,,,,,No,,,,,,
106489,Rice-A-Roni Third-Less Salt Wild Rice,,,,,,,,,,,,,,,No,,,,,,
106490,Brown Button Mushroom,,,,,,,,,,,,,,,No,,,,,,
106491,Fresh Dill Leaves,,,,,,,,,,,,,,,No,,,,,,
106492,Scallion Tops,,,,,,,,,,,,,,,No,,,,,,
106493,Spring Greens,,,,,,,,,,,,,,,No,,,,,,
106494,Fresh Button Mushrooms,,,,,,,,,,,,,,,No,,,,,,
106495,Pomegranate Concentrate,,,,,,,,,,,,,,,No,,,,,,
106496,Young Ginger Root,,,,,,,,,,,,,,,No,,,,,,
106497,Blachan,,,,,,,,,,,,,,,No,,,,,,
106498,Dark Soya Sauce,,,,,,,,,,,,,,,No,,,,,,
106499,Swordfish Fillets,,,,,,,,,,,,,,,No,,,,,,
106500,Lox,,,,,,,,,,,,,,,No,,,,,,
106501,Asti Spumante Sparkling Wine,,,,,,,,,,,,,,,No,,,,,,
106502,Hawaiian Punch Drink,,,,,,,,,,,,,,,No,,,,,,
106503,Mandarin Liqueur,,,,,,,,,,,,,,,No,,,,,,
106504,Astragalus Root,,,,,,,,,,,,,,,No,,,,,,
106505,Popcorn Chicken,,,,,,,,,,,,,,,No,,,,,,
106506,Hot Green Peppers,,,,,,,,,,,,,,,No,,,,,,
106507,Hidden Valley Original Ranch Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
106508,Blue Cheese-Stuffed Olives,,,,,,,,,,,,,,,No,,,,,,
106509,Spinach And Artichoke Cream Cheese,,,,,,,,,,,,,,,No,,,,,,
106510,Hidden Valley Original Ranch Dressing,,,,,,,,,,,,,,,No,,,,,,
106511,Puree Sauce,,,,,,,,,,,,,,,No,,,,,,
106512,Scotch Whisky,,,,,,,,,,,,,,,No,,,,,,
106513,Sugar-Free Caramel Syrup,,,,,,,,,,,,,,,No,,,,,,
106514,Baby Clams,,,,,,,,,,,,,,,No,,,,,,
106515,Low-Carb Strawberry-Banana Yogurt,,,,,,,,,,,,,,,No,,,,,,
106517,Side Bacon,,,,,,,,,,,,,,,No,,,,,,
106518,Peameal Bacon,,,,,,,,,,,,,,,No,,,,,,
106520,Lobster,,,,,,,,,,,,,,,No,,,,,,
106521,Pepper Bacon,,,,,,,,,,,,,,,No,,,,,,
106522,Habanero,,,,,,,,,,,,,,,No,,,,,,
106523,Fresh Brussels Sprouts,,,,,,,,,,,,,,,No,,,,,,
106524,Au Gratin Potato Mix,,,,,,,,,,,,,,,No,,,,,,
106525,Durkee Onions,,,,,,,,,,,,,,,No,,,,,,
106526,Chicken Fat,,,,,,,,,,,,,,,No,,,,,,
106527,Dried Summer Savory,,,,,,,,,,,,,,,No,,,,,,
106528,Dried Chervil,,,,,,,,,,,,,,,No,,,,,,
106529,Instant Bouillon Granules,,,,,,,,,,,,,,,No,,,,,,
106530,Dry English-Style Mustard,,,,,,,,,,,,,,,No,,,,,,
106532,Celery Top,,,,,,,,,,,,,,,No,,,,,,
106533,Lavender Honey,,,,,,,,,,,,,,,No,,,,,,
106534,Spanish Onions,,,,,,,,,,,,,,,No,,,,,,
106535,White Breadcrumbs,,,,,,,,,,,,,,,No,,,,,,
106536,Avocado Oil,,,,,,,,,,,,,,,No,,,,,,
106537,Mint Extract,,,,,,,,,,,,,,,No,,,,,,
106538,Casing,,,,,,,,,,,,,,,No,,,,,,
106539,Passion Fruit Juice,,,,,,,,,,,,,,,No,,,,,,
106540,Pink Grapefruit Juice,,,,,,,,,,,,,,,No,,,,,,
106541,Tartar Sauce,,,,,,,,,,,,,,,No,,,,,,
106542,Desiccated Unsweetened Coconut,,,,,,,,,,,,,,,No,,,,,,
106543,Plain Gelatin,,,,,,,,,,,,,,,No,,,,,,
106544,Heavy Sweet Cream,,,,,,,,,,,,,,,No,,,,,,
106545,Special K Cereal,,,,,,,,,,,,,,,No,,,,,,
106546,Italian Sausages,,,,,,,,,,,,,,,No,,,,,,
106547,Pork Rib Racks,,,,,,,,,,,,,,,No,,,,,,
106548,Ro-Tel Tomatoes,,,,,,,,,,,,,,,No,,,,,,
106549,Medium-Sized Shrimp,,,,,,,,,,,,,,,No,,,,,,
106550,Cream Of Shrimp Soup,,,,,,,,,,,,,,,No,,,,,,
106551,Cooked Angel Hair Pasta,,,,,,,,,,,,,,,No,,,,,,
106553,Yellow Hominy,,,,,,,,,,,,,,,No,,,,,,
106554,Raw Cranberries,,,,,,,,,,,,,,,No,,,,,,
106556,Cream Of Tomato Soup,,,,,,,,,,,,,,,No,,,,,,
106557,Sirloin Tip Roast,,,,,,,,,,,,,,,No,,,,,,
106559,Dream Whip,,,,,,,,,,,,,,,No,,,,,,
106560,Canned Cherry Pie Filling,,,,,,,,,,,,,,,No,,,,,,
106561,Peach Preserves,,,,,,,,,,,,,,,No,,,,,,
106562,Carnation Instant Milk,,,,,,,,,,,,,,,No,,,,,,
106563,Persimmon Pulp,,,,,,,,,,,,,,,No,,,,,,
106564,Red Pasta Sauce,,,,,,,,,,,,,,,No,,,,,,
106565,Saltine Crumbs,,,,,,,,,,,,,,,No,,,,,,
106566,Fruit Filling,,,,,,,,,,,,,,,No,,,,,,
106567,Instant Butter Pecan Pudding Mix,,,,,,,,,,,,,,,No,,,,,,
106568,Milk Chocolate Candy Bars With Almonds,,,,,,,,,,,,,,,No,,,,,,
106569,Alcohol,,,,,,,,,,,,,,,No,,,,,,
106572,Old English Cheese,,,,,,,,,,,,,,,No,,,,,,
106573,Dry White Bean,,,,,,,,,,,,,,,No,,,,,,
106577,Fresh Onions,,,,,,,,,,,,,,,No,,,,,,
106578,Low-Fat Mexican Cheese,,,,,,,,,,,,,,,No,,,,,,
106581,Baby Green Peas,,,,,,,,,,,,,,,No,,,,,,
106582,Bean Thread Noodles,,,,,,,,,,,,,,,No,,,,,,
106583,Poppy Seed Dressing,,,,,,,,,,,,,,,No,,,,,,
106584,Canned Fruit,,,,,,,,,,,,,,,No,,,,,,
106585,Whole Pecans,,,,,,,,,,,,,,,No,,,,,,
106586,Peanut Butter Morsels,,,,,,,,,,,,,,,No,,,,,,
106588,Pepperidge Farm Stuffing,,,,,,,,,,,,,,,No,,,,,,
106589,Tiny Peas,,,,,,,,,,,,,,,No,,,,,,
106590,Chicken Rice Pilaf Mix,,,,,,,,,,,,,,,No,,,,,,
106591,Graham Wafer Crust,,,,,,,,,,,,,,,No,,,,,,
106592,Instant Tang Orange Drink,,,,,,,,,,,,,,,No,,,,,,
106593,Buttered Bread Crumbs,,,,,,,,,,,,,,,No,,,,,,
106594,No-Bean Chili,,,,,,,,,,,,,,,No,,,,,,
106595,Buddig Beef,,,,,,,,,,,,,,,No,,,,,,
106596,Fat-Free Thousand Island Salad Dressing,,,,,,,,,,,,,,,No,,,,,,
106597,Nacho Cheese Flavor Doritos,,,,,,,,,,,,,,,No,,,,,,
106598,Vegetable Juice,100 g,,,,,,8.13 g,1.2 g,1.2 g,3.47 mg,0.04 g,0.74 g,,,No,,,,,,
106599,Dried Garlic Flakes,,,,,,,,,,,,,,,No,,,,,,
106600,Jalapeno Cheez Whiz,,,,,,,,,,,,,,,No,,,,,,
106601,Salad Macaroni,,,,,,,,,,,,,,,No,,,,,,
106602,Frozen Strawberries In Syrup,,,,,,,,,,,,,,,No,,,,,,
106603,Chunk Chicken,,,,,,,,,,,,,,,No,,,,,,
106604,Shoe Peg Corn,,,,,,,,,,,,,,,No,,,,,,
106605,Ribs,,,,,,,,,,,,,,,No,,,,,,
106606,Ti Leaves,,,,,,,,,,,,,,,No,,,,,,
106607,10-Inch Flour Tortilla,,,,,,,,,,,,,,,No,,,,,,
106608,Ground Celery Seed,,,,,,,,,,,,,,,No,,,,,,
106609,Sockeye Salmon,,,,,,,,,,,,,,,No,,,,,,
106610,Weetabix,,,,,,,,,,,,,,,No,,,,,,
106611,Chocolate Icing,,,,,,,,,,,,,,,No,,,,,,
106612,Beetroots,,,,,,,,,,,,,,,No,,,,,,
106613,Vita Brits,,,,,,,,,,,,,,,No,,,,,,
106614,Nam Pla,,,,,,,,,,,,,,,No,,,,,,
106615,Beef Mince,,,,,,,,,,,,,,,No,,,,,,
106616,Shoulder Lamb Chop,,,,,,,,,,,,,,,No,,,,,,
106617,9-Inch Graham Cracker Crusts,,,,,,,,,,,,,,,No,,,,,,
106618,Lamb Steaks,,,,,,,,,,,,,,,No,,,,,,
106619,Lebanese Bread,,,,,,,,,,,,,,,No,,,,,,
106620,Dried Mango,,,,,,,,,,,,,,,No,,,,,,
106621,Premade Puff Pastry,,,,,,,,,,,,,,,No,,,,,,
106622,Powdered Sugar Icing,,,,,,,,,,,,,,,No,,,,,,
106623,Garlic Steak Seasoning,,,,,,,,,,,,,,,No,,,,,,
106624,Steak Fillets,,,,,,,,,,,,,,,No,,,,,,
106625,Cooked Jasmine Rice,,,,,,,,,,,,,,,No,,,,,,
106626,Unsalted Nuts,,,,,,,,,,,,,,,No,,,,,,
106627,Chicken Noodle Soup Mix,,,,,,,,,,,,,,,No,,,,,,
106629,Lemon Myrtle,,,,,,,,,,,,,,,No,,,,,,
106630,Fresh Scallops,,,,,,,,,,,,,,,No,,,,,,
106631,Mutton,100 g,,,,,,0.08 g,0,0,5.93 mg,11.09 g,1.41 g,,,No,,,,,,
106632,Fillets Of Sole,,,,,,,,,,,,,,,No,,,,,,
106633,Thick Bread,,,,,,,,,,,,,,,No,,,,,,
106634,Mango Liqueur,,,,,,,,,,,,,,,No,,,,,,
106635,Bay Bugs,,,,,,,,,,,,,,,No,,,,,,
106636,Jalapeno Jack Cheese,,,,,,,,,,,,,,,No,,,,,,
106637,Mccormick Grill Seasoning,,,,,,,,,,,,,,,No,,,,,,
106639,Lobsters,,,,,,,,,,,,,,,No,,,,,,
106640,Red Caviar,,,,,,,,,,,,,,,No,,,,,,
106641,Pineapple Ring,,,,,,,,,,,,,,,No,,,,,,
106642,Wattleseed,,,,,,,,,,,,,,,No,,,,,,
106644,Mild Paprika,,,,,,,,,,,,,,,No,,,,,,
106645,Tonic Water,,,,,,,,,,,,,,,No,,,,,,
106646,Edam Cheese,,,,,,,,,,,,,,,No,,,,,,
106647,Homemade Beef Stock,,,,,,,,,,,,,,,No,,,,,,
106648,Canned Broth,,,,,,,,,,,,,,,No,,,,,,
106652,Instant Chicken-Style Consomme Soup And Seasoning Mix,,,,,,,,,,,,,,,No,,,,,,
106653,Scotch Bonnet Peppers,,,,,,,,,,,,,,,No,,,,,,
106654,French Rolls,,,,,,,,,,,,,,,No,,,,,,
106655,Floury Potatoes,,,,,,,,,,,,,,,No,,,,,,
106656,Liquid Crab Boil Concentrate,,,,,,,,,,,,,,,No,,,,,,
106657,Turkey Legs,,,,,,,,,,,,,,,No,,,,,,
106658,Turkey Stock,,,,,,,,,,,,,,,No,,,,,,
106659,Poblano Chiles,,,,,,,,,,,,,,,No,,,,,,
106660,Queso Blanco,,,,,,,,,,,,,,,No,,,,,,
106661,Frying Oil,,,,,,,,,,,,,,,No,,,,,,
106662,Pork Stew Meat,,,,,,,,,,,,,,,No,,,,,,
106663,Whole Duck,,,,,,,,,,,,,,,No,,,,,,
106664,Lemon Cordial,,,,,,,,,,,,,,,No,,,,,,
106665,Bitters,,,,,,,,,,,,,,,No,,,,,,
106666,Rye Berries,,,,,,,,,,,,,,,No,,,,,,
106667,Chicken Halves,,,,,,,,,,,,,,,No,,,,,,
106668,Compressed Yeast Cakes,,,,,,,,,,,,,,,No,,,,,,
106669,Unsweetened Plain Yogurt,,,,,,,,,,,,,,,No,,,,,,
106670,Locatelli Cheese,,,,,,,,,,,,,,,No,,,,,,
106671,Dried Red Kidney Beans,,,,,,,,,,,,,,,No,,,,,,
106672,Gyoza Wrapper,,,,,,,,,,,,,,,No,,,,,,
106673,Chicken Soup,,,,,,,,,,,,,,,No,,,,,,
106674,Dried Kidney Beans,,,,,,,,,,,,,,,No,,,,,,
106675,Whole Grain Oats,,,,,,,,,,,,,,,No,,,,,,
106676,96% Lean Ground Beef,,,,,,,,,,,,,,,No,,,,,,
106677,Red Chili Sauce,,,,,,,,,,,,,,,No,,,,,,
106678,Crema,,,,,,,,,,,,,,,No,,,,,,
106679,Pure Chile Powder,,,,,,,,,,,,,,,No,,,,,,
106680,Dark Mexican Beer,,,,,,,,,,,,,,,No,,,,,,
106681,Tabasco Brand Chipotle Pepper Sauce,,,,,,,,,,,,,,,No,,,,,,
106682,Pork Broth,,,,,,,,,,,,,,,No,,,,,,
106683,Delmonte Stewed Tomatoes,,,,,,,,,,,,,,,No,,,,,,
106684,Chipotle Chile,,,,,,,,,,,,,,,No,,,,,,
106685,Corn Husks,,,,,,,,,,,,,,,No,,,,,,
106686,Chihuahua Cheese,,,,,,,,,,,,,,,No,,,,,,
106687,Pasilla Chiles,,,,,,,,,,,,,,,No,,,,,,
106688,Piloncillo,,,,,,,,,,,,,,,No,,,,,,
106689,Barley Flour,,,,,,,,,,,,,,,No,,,,,,
106690,Hershey Bars,,,,,,,,,,,,,,,No,,,,,,
106692,Lean Ground Veal,,,,,,,,,,,,,,,No,,,,,,
106693,Chinese Chives,,,,,,,,,,,,,,,No,,,,,,
106694,Preserved Turnip,,,,,,,,,,,,,,,No,,,,,,
106695,Banana Flower,,,,,,,,,,,,,,,No,,,,,,
106696,Hi-Gluten Flour,,,,,,,,,,,,,,,No,,,,,,
106697,Chinese Egg Noodles,,,,,,,,,,,,,,,No,,,,,,
106698,Sazon Con Azafran Seasoning,,,,,,,,,,,,,,,No,,,,,,
106699,Masa Corn Flour,,,,,,,,,,,,,,,No,,,,,,
106700,Celery Powder,,,,,,,,,,,,,,,No,,,,,,
106701,Chayote,100 g,,,,,,4.51 g,1.7 g,1.7 g,0.74 mg,0.13 g,0.30 g,,,No,,,,,,
106702,Cooked Sausage,,,,,,,,,,,,,,,No,,,,,,
106703,Salsa Fresca,,,,,,,,,,,,,,,No,,,,,,
106704,Pan Juices,,,,,,,,,,,,,,,No,,,,,,
106705,Thai Red Curry Paste,,,,,,,,,,,,,,,No,,,,,,
106706,Bitter Cocoa Powder,,,,,,,,,,,,,,,No,,,,,,
106707,Epazote,100 g,,,,,,7.44 g,3.8 g,3.8 g,1.10 mg,0.52 g,2.50 g,,,No,,,,,,
106708,Yellow Cheese,,,,,,,,,,,,,,,No,,,,,,
106709,Light Vegetable Oil,,,,,,,,,,,,,,,No,,,,,,
106710,Spanish Rice,,,,,,,,,,,,,,,No,,,,,,
106711,Fromage Frais,,,,,,,,,,,,,,,No,,,,,,
106712,Boneless Chuck Roast,,,,,,,,,,,,,,,No,,,,,,
106713,Frozen Pearl Onions,,,,,,,,,,,,,,,No,,,,,,
106714,Kohlrabi,100 g,,,,,,6.20 g,3.6 g,3.6 g,0.03 mg,0.10 g,1.00 g,,,No,,,,,,
106715,Bottled Vinaigrette Dressing,,,,,,,,,,,,,,,No,,,,,,
106716,Whole Boneless Skinless Chicken Breast,,,,,,,,,,,,,,,No,,,,,,
106717,Orange Strip,,,,,,,,,,,,,,,No,,,,,,
106718,Sugar Cube,,,,,,,,,,,,,,,No,,,,,,
106719,Beef Cube Steaks,,,,,,,,,,,,,,,No,,,,,,
106720,Cinnamon-Swirl Bread,,,,,,,,,,,,,,,No,,,,,,
106721,Seedless Oranges,,,,,,,,,,,,,,,No,,,,,,
106722,Pappadams,,,,,,,,,,,,,,,No,,,,,,
106723,Orange Cake Mix,,,,,,,,,,,,,,,No,,,,,,
106724,Hazelnut Syrup,,,,,,,,,,,,,,,No,,,,,,
106725,Cabbage Leaf,,,,,,,,,,,,,,,No,,,,,,
106726,Porcini Mushroom,,,,,,,,,,,,,,,No,,,,,,
106727,Yeast Bread Dough,,,,,,,,,,,,,,,No,,,,,,
106728,Black Walnuts,,,,,,,,,,,,,,,No,,,,,,
106729,Pear Nectar,100 g,,,,,,15.76 g,0.6 g,0.6 g,0.07 mg,0.01 g,0.10 g,,,No,,,,,,
106730,"Raisins, Confectioners Sugar, Orange Zest",,,,,,,,,,,,,,,No,,,,,,
106732,Fingerling Potato,,,,,,,,,,,,,,,No,,,,,,
106733,Mesquite Powder,,,,,,,,,,,,,,,No,,,,,,
106734,Oxo Beef Cube,,,,,,,,,,,,,,,No,,,,,,
106736,Brown Bouquet Sauce,,,,,,,,,,,,,,,No,,,,,,
106737,Turkey Chops,,,,,,,,,,,,,,,No,,,,,,
106738,Liquid Amino Acid,,,,,,,,,,,,,,,No,,,,,,
106739,Peach Syrup,,,,,,,,,,,,,,,No,,,,,,
106740,Crispy Rice Cereal,,,,,,,,,,,,,,,No,,,,,,
106741,Fudge Marble Cake Mix,,,,,,,,,,,,,,,No,,,,,,
106742,Breaded Shrimp,,,,,,,,,,,,,,,No,,,,,,
106743,Soup,100 g,,,,,,65.07 g,6.6 g,6.6 g,1.12 mg,0.34 g,23.31 g,,,No,,,,,,
106744,Condensed Reduced-Sodium Chicken Noodle Soup,,,,,,,,,,,,,,,No,,,,,,
106745,Avgolemono Sauce,,,,,,,,,,,,,,,No,,,,,,
106746,Free-Range Chicken,,,,,,,,,,,,,,,No,,,,,,
106747,Maraschino Juice,,,,,,,,,,,,,,,No,,,,,,
106748,Veal Shank,,,,,,,,,,,,,,,No,,,,,,
106749,Red Pumpkins,,,,,,,,,,,,,,,No,,,,,,
106750,French Beans,,,,,,,,,,,,,,,No,,,,,,
106751,Broad Beans,,,,,,,,,,,,,,,No,,,,,,
106752,String Beans,,,,,,,,,,,,,,,No,,,,,,
106753,Melon Balls,100 g,,,,,,7.94 g,0.7 g,0.7 g,0.17 mg,0.25 g,0.71 g,,,No,,,,,,
106754,Gluten-Free Vegetable Stock,,,,,,,,,,,,,,,No,,,,,,
106755,Whole Wheat Toast,,,,,,,,,,,,,,,No,,,,,,
106756,Low-Fat Vanilla Soymilk,,,,,,,,,,,,,,,No,,,,,,
106757,Spanish Olives,,,,,,,,,,,,,,,No,,,,,,
106758,Cilantro Leaves And Stems,,,,,,,,,,,,,,,No,,,,,,
106759,Fresh Lump Crabmeat,,,,,,,,,,,,,,,No,,,,,,
106760,Vegetarian Bacon Bits,,,,,,,,,,,,,,,No,,,,,,
106761,"Lime, Juice Of, Confectioners Sugar",,,,,,,,,,,,,,,No,,,,,,
106762,Dark Rye Bread,,,,,,,,,,,,,,,No,,,,,,
106763,Low-Fat Vinaigrette Dressing,,,,,,,,,,,,,,,No,,,,,,
106764,Frisee Lettuce,,,,,,,,,,,,,,,No,,,,,,
106765,Cooked Basmati Rice,,,,,,,,,,,,,,,No,,,,,,
106766,Low-Sodium Tomato Juice,,,,,,,,,,,,,,,No,,,,,,
106767,Crisp Bacon,,,,,,,,,,,,,,,No,,,,,,
106768,Tahini Paste,,,,,,,,,,,,,,,No,,,,,,
106770,Kelp Powder,,,,,,,,,,,,,,,No,,,,,,
106771,Canned Pimiento,,,,,,,,,,,,,,,No,,,,,,
106772,Chipotle Hot Sauce,,,,,,,,,,,,,,,No,,,,,,
106773,Medium Pasta Shell,,,,,,,,,,,,,,,No,,,,,,
106774,Red Hot Pepper,,,,,,,,,,,,,,,No,,,,,,
106775,Small Scallop,,,,,,,,,,,,,,,No,,,,,,
106776,Date Sugar,,,,,,,,,,,,,,,No,,,,,,
106777,Pita Bread Rounds,,,,,,,,,,,,,,,No,,,,,,
106778,Romaine Lettuce Leaf,,,,,,,,,,,,,,,No,,,,,,
106779,Green Mango,,,,,,,,,,,,,,,No,,,,,,
106780,Ranch Dip Mix,,,,,,,,,,,,,,,No,,,,,,
106781,Marbled Rye Bread,,,,,,,,,,,,,,,No,,,,,,
106782,Seafood Sauce,,,,,,,,,,,,,,,No,,,,,,
106783,Iceberg Lettuce Leaf,,,,,,,,,,,,,,,No,,,,,,
106784,Pumpernickel Rounds,,,,,,,,,,,,,,,No,,,,,,
106785,Chipotle Chili Sauce,,,,,,,,,,,,,,,No,,,,,,
106786,Fresh Parsley Sprig,,,,,,,,,,,,,,,No,,,,,,
106787,Rich Chicken Broth,,,,,,,,,,,,,,,No,,,,,,
106788,Green Peppercorns In Brine,,,,,,,,,,,,,,,No,,,,,,
106789,Crab Legs,,,,,,,,,,,,,,,No,,,,,,
106790,Whole Green Onions,,,,,,,,,,,,,,,No,,,,,,
106791,Mrs. Dash Table Blend Seasoning,,,,,,,,,,,,,,,No,,,,,,
106793,Garlic And Herb Seasoning,,,,,,,,,,,,,,,No,,,,,,
